"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"361","Memory loss or confusion","Index of Multiple Deprivation quintile group","1",32.31,29.02,35.61
"362","Memory loss or confusion","Index of Multiple Deprivation quintile group","2",29.51,26.77,32.24
"363","Memory loss or confusion","Index of Multiple Deprivation quintile group","3",26.37,23.99,28.76
"364","Memory loss or confusion","Index of Multiple Deprivation quintile group","4",23.76,21.51,26.01
"365","Memory loss or confusion","Index of Multiple Deprivation quintile group","5",22.53,20.35,24.7
"366","Mobility","All people","All people",15.54,14.63,16.46
"367","Mobility","Country/region","England",14.37,13.4,15.34
"368","Mobility","Country/region","North East",17.12,12.62,21.63
"369","Mobility","Country/region","North West",14.77,12.17,17.36
"370","Mobility","Country/region","Yorkshire and the Humber",17.39,14.11,20.67
"371","Mobility","Country/region","East Midlands",13.68,10.41,16.95
"372","Mobility","Country/region","West Midlands",14.25,11.06,17.45
"373","Mobility","Country/region","East of England",15.54,12.71,18.38
"374","Mobility","Country/region","London",13.22,10.81,15.63
"375","Mobility","Country/region","South East",12.09,9.71,14.48
"376","Mobility","Country/region","South West",13.32,10.35,16.29
"377","Mobility","Country/region","Northern Ireland",13.12,7.95,18.3
"378","Mobility","Country/region","Scotland",21.9,18.4,25.41
"379","Mobility","Country/region","Wales",24.22,19.42,29.03
"380","Mobility","Ethnic group","Non-white",13.56,9.62,17.5
"381","Mobility","Ethnic group","White",15.64,14.7,16.58
"382","Mobility","Index of Multiple Deprivation quintile group","1",23.87,20.86,26.87
"383","Mobility","Index of Multiple Deprivation quintile group","2",18.32,15.98,20.65
"384","Mobility","Index of Multiple Deprivation quintile group","3",15.08,13.16,17.01
"385","Mobility","Index of Multiple Deprivation quintile group","4",12.84,11.06,14.61
"386","Mobility","Index of Multiple Deprivation quintile group","5",11.88,10.22,13.54
"387","Muscle ache","All people","All people",41.9,40.65,43.16
"388","Muscle ache","Country/region","England",40.65,39.28,42.02
"389","Muscle ache","Country/region","North East",40.07,34.33,45.8
"390","Muscle ache","Country/region","North West",39.6,35.97,43.22
"391","Muscle ache","Country/region","Yorkshire and the Humber",44.05,39.77,48.32
"392","Muscle ache","Country/region","East Midlands",39.15,34.4,43.9
"393","Muscle ache","Country/region","West Midlands",41.25,36.67,45.84
"394","Muscle ache","Country/region","East of England",42.31,38.37,46.25
"395","Muscle ache","Country/region","London",40.84,37.3,44.37
"396","Muscle ache","Country/region","South East",36.96,33.42,40.49
"397","Muscle ache","Country/region","South West",42.74,38.41,47.08
"398","Muscle ache","Country/region","Northern Ireland",45.62,37.95,53.3
"399","Muscle ache","Country/region","Scotland",49.01,44.81,53.22
"400","Muscle ache","Country/region","Wales",47.52,41.88,53.15
"401","Muscle ache","Ethnic group","Non-white",45.76,40.07,51.46
"402","Muscle ache","Ethnic group","White",41.71,40.42,42.99
"403","Muscle ache","Index of Multiple Deprivation quintile group","1",48.84,45.31,52.36
"404","Muscle ache","Index of Multiple Deprivation quintile group","2",47.83,44.77,50.89
"405","Muscle ache","Index of Multiple Deprivation quintile group","3",40.94,38.29,43.58
"406","Muscle ache","Index of Multiple Deprivation quintile group","4",39.57,36.97,42.18
"407","Muscle ache","Index of Multiple Deprivation quintile group","5",36.79,34.3,39.28
"408","Nasal congestion","All people","All people",22.26,21.21,23.31
"409","Nasal congestion","Country/region","England",21.26,20.13,22.39
"410","Nasal congestion","Country/region","North East",18.84,14.32,23.35
"411","Nasal congestion","Country/region","North West",24.03,20.95,27.1
"412","Nasal congestion","Country/region","Yorkshire and the Humber",21.17,17.61,24.73
"413","Nasal congestion","Country/region","East Midlands",23.35,19.31,27.39
"414","Nasal congestion","Country/region","West Midlands",20.95,17.2,24.7
"415","Nasal congestion","Country/region","East of England",20.83,17.69,23.97
"416","Nasal congestion","Country/region","London",20.81,17.94,23.69
"417","Nasal congestion","Country/region","South East",18.61,15.75,21.48
"418","Nasal congestion","Country/region","South West",22.27,18.64,25.89
"419","Nasal congestion","Country/region","Northern Ireland",23.75,17.07,30.43
"420","Nasal congestion","Country/region","Scotland",30.16,26.34,33.98
"421","Nasal congestion","Country/region","Wales",23.6,18.79,28.41
"422","Nasal congestion","Ethnic group","Non-white",19.66,15.12,24.2
"423","Nasal congestion","Ethnic group","White",22.39,21.31,23.47
"424","Nasal congestion","Index of Multiple Deprivation quintile group","1",28.52,25.35,31.68
"425","Nasal congestion","Index of Multiple Deprivation quintile group","2",24.33,21.78,26.88
"426","Nasal congestion","Index of Multiple Deprivation quintile group","3",20.73,18.56,22.9
"427","Nasal congestion","Index of Multiple Deprivation quintile group","4",20.5,18.39,22.6
"428","Nasal congestion","Index of Multiple Deprivation quintile group","5",20.34,18.26,22.43
"429","Nausea or vomiting","All people","All people",5.98,5.38,6.58
"430","Nausea or vomiting","Country/region","England",5.71,5.07,6.35
"431","Nausea or vomiting","Country/region","North East",8.22,5.06,11.38
"432","Nausea or vomiting","Country/region","North West",6.04,4.34,7.74
"433","Nausea or vomiting","Country/region","Yorkshire and the Humber",4.91,2.94,6.89
"434","Nausea or vomiting","Country/region","East Midlands",4.95,2.81,7.09
"435","Nausea or vomiting","Country/region","West Midlands",4.75,2.81,6.7
"436","Nausea or vomiting","Country/region","East of England",4.49,2.86,6.11
"437","Nausea or vomiting","Country/region","London",8.64,6.68,10.6
"438","Nausea or vomiting","Country/region","South East",4.08,2.6,5.55
"439","Nausea or vomiting","Country/region","South West",5.57,3.56,7.58
"440","Nausea or vomiting","Country/region","Northern Ireland",6.88,2.98,10.77
"441","Nausea or vomiting","Country/region","Scotland",8.44,6.09,10.79
"442","Nausea or vomiting","Country/region","Wales",5.59,3.11,8.07
"443","Nausea or vomiting","Ethnic group","Non-white",11.19,7.62,14.76
"444","Nausea or vomiting","Ethnic group","White",5.72,5.12,6.32
"445","Nausea or vomiting","Index of Multiple Deprivation quintile group","1",8.32,6.4,10.25
"446","Nausea or vomiting","Index of Multiple Deprivation quintile group","2",5.83,4.42,7.23
"447","Nausea or vomiting","Index of Multiple Deprivation quintile group","3",6.84,5.47,8.2
"448","Nausea or vomiting","Index of Multiple Deprivation quintile group","4",5.25,4.07,6.42
"449","Nausea or vomiting","Index of Multiple Deprivation quintile group","5",4.71,3.63,5.79
"450","Noisy breathing (wheezing)","All people","All people",20.9,19.88,21.92
"451","Noisy breathing (wheezing)","Country/region","England",20.12,19.02,21.22
"452","Noisy breathing (wheezing)","Country/region","North East",21.92,17.19,26.65
"453","Noisy breathing (wheezing)","Country/region","North West",23.49,20.45,26.53
"454","Noisy breathing (wheezing)","Country/region","Yorkshire and the Humber",23.63,20,27.26
"455","Noisy breathing (wheezing)","Country/region","East Midlands",19.81,16.08,23.54
"456","Noisy breathing (wheezing)","Country/region","West Midlands",21.17,17.4,24.93
"457","Noisy breathing (wheezing)","Country/region","East of England",16.03,13.14,18.91
"458","Noisy breathing (wheezing)","Country/region","London",17.93,15.22,20.64
"459","Noisy breathing (wheezing)","Country/region","South East",20.24,17.36,23.13
"460","Noisy breathing (wheezing)","Country/region","South West",17.89,14.57,21.22
"461","Noisy breathing (wheezing)","Country/region","Northern Ireland",17.5,11.67,23.33
"462","Noisy breathing (wheezing)","Country/region","Scotland",26.21,22.52,29.91
"463","Noisy breathing (wheezing)","Country/region","Wales",25.78,20.87,30.69
"464","Noisy breathing (wheezing)","Ethnic group","Non-white",24.07,19.23,28.9
"465","Noisy breathing (wheezing)","Ethnic group","White",20.74,19.7,21.78
"466","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","1",28.03,24.93,31.13
"467","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","2",21.83,19.38,24.28
"468","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","3",19.61,17.49,21.74
"469","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","4",21.49,19.34,23.64
"470","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","5",16.86,14.95,18.77
"471","Numbness","All people","All people",17.86,16.89,18.83
"472","Numbness","Country/region","England",17.32,16.27,18.38
"473","Numbness","Country/region","North East",16.1,11.83,20.36
"474","Numbness","Country/region","North West",16.51,13.8,19.22
"475","Numbness","Country/region","Yorkshire and the Humber",19.66,16.2,23.12
"476","Numbness","Country/region","East Midlands",16.75,13.06,20.43
"477","Numbness","Country/region","West Midlands",16.2,12.79,19.61
"478","Numbness","Country/region","East of England",16.83,13.88,19.77
"479","Numbness","Country/region","London",19.37,16.52,22.22
"480","Numbness","Country/region","South East",16.58,13.83,19.32
"481","Numbness","Country/region","South West",16.9,13.64,20.16
"482","Numbness","Country/region","Northern Ireland",15,9.56,20.44
"483","Numbness","Country/region","Scotland",22.44,18.94,25.94
"484","Numbness","Country/region","Wales",19.88,15.45,24.3
"485","Numbness","Ethnic group","Non-white",25.08,20.15,30.02
"486","Numbness","Ethnic group","White",17.5,16.51,18.48
"487","Numbness","Index of Multiple Deprivation quintile group","1",23.01,20.07,25.95
"488","Numbness","Index of Multiple Deprivation quintile group","2",20.54,18.11,22.97
"489","Numbness","Index of Multiple Deprivation quintile group","3",16.49,14.47,18.51
"490","Numbness","Index of Multiple Deprivation quintile group","4",16.52,14.56,18.49
"491","Numbness","Index of Multiple Deprivation quintile group","5",15.56,13.69,17.43
"492","Palpitations","All people","All people",22.21,21.17,23.25
"493","Palpitations","Country/region","England",21.81,20.67,22.95
"494","Palpitations","Country/region","North East",19.86,15.17,24.56
"495","Palpitations","Country/region","North West",22.55,19.54,25.56
"496","Palpitations","Country/region","Yorkshire and the Humber",23.63,19.97,27.29
"497","Palpitations","Country/region","East Midlands",20.75,16.94,24.57
"498","Palpitations","Country/region","West Midlands",21.6,17.88,25.31
"499","Palpitations","Country/region","East of England",21.15,17.96,24.35
"500","Palpitations","Country/region","London",22.64,19.7,25.59
"501","Palpitations","Country/region","South East",20.38,17.48,23.28
"502","Palpitations","Country/region","South West",22.66,18.95,26.38
"503","Palpitations","Country/region","Northern Ireland",23.12,16.56,29.69
"504","Palpitations","Country/region","Scotland",26.75,23.11,30.39
"505","Palpitations","Country/region","Wales",20.19,15.72,24.65
"506","Palpitations","Ethnic group","Non-white",24.75,19.79,29.7
"507","Palpitations","Ethnic group","White",22.08,21.02,23.15
"508","Palpitations","Index of Multiple Deprivation quintile group","1",27.05,23.98,30.12
"509","Palpitations","Index of Multiple Deprivation quintile group","2",24.88,22.3,27.46
"510","Palpitations","Index of Multiple Deprivation quintile group","3",21.84,19.62,24.07
"511","Palpitations","Index of Multiple Deprivation quintile group","4",20.71,18.61,22.81
"512","Palpitations","Index of Multiple Deprivation quintile group","5",19.32,17.3,21.34
"513","Runny nose or sneezing","All people","All people",24.5,23.41,25.59
"514","Runny nose or sneezing","Country/region","England",24.59,23.39,25.78
"515","Runny nose or sneezing","Country/region","North East",26.37,21.17,31.57
"516","Runny nose or sneezing","Country/region","North West",24.56,21.44,27.69
"517","Runny nose or sneezing","Country/region","Yorkshire and the Humber",22.5,18.9,26.09
"518","Runny nose or sneezing","Country/region","East Midlands",25.47,21.09,29.85
"519","Runny nose or sneezing","Country/region","West Midlands",27.65,23.58,31.72
"520","Runny nose or sneezing","Country/region","East of England",24.68,21.31,28.05
"521","Runny nose or sneezing","Country/region","London",22.12,19.2,25.04
"522","Runny nose or sneezing","Country/region","South East",24.73,21.55,27.91
"523","Runny nose or sneezing","Country/region","South West",25.65,21.83,29.46
"524","Runny nose or sneezing","Country/region","Northern Ireland",16.25,10.68,21.82
"525","Runny nose or sneezing","Country/region","Scotland",27.11,23.33,30.89
"526","Runny nose or sneezing","Country/region","Wales",22.67,18.01,27.33
"527","Runny nose or sneezing","Ethnic group","Non-white",17.63,13.27,21.98
"528","Runny nose or sneezing","Ethnic group","White",24.85,23.72,25.97
"529","Runny nose or sneezing","Index of Multiple Deprivation quintile group","1",25.95,22.91,28.98
"530","Runny nose or sneezing","Index of Multiple Deprivation quintile group","2",27.84,25.12,30.57
"531","Runny nose or sneezing","Index of Multiple Deprivation quintile group","3",24.67,22.35,26.98
"532","Runny nose or sneezing","Index of Multiple Deprivation quintile group","4",21.35,19.2,23.5
"533","Runny nose or sneezing","Index of Multiple Deprivation quintile group","5",24.1,21.89,26.31
"534","Shortness of breath","All people","All people",48.34,47.08,49.6
"535","Shortness of breath","Country/region","England",47.5,46.11,48.89
"536","Shortness of breath","Country/region","North East",49.32,43.49,55.14
"537","Shortness of breath","Country/region","North West",44.83,41.2,48.47
"538","Shortness of breath","Country/region","Yorkshire and the Humber",56.14,51.88,60.41
"539","Shortness of breath","Country/region","East Midlands",50,45.18,54.82
"540","Shortness of breath","Country/region","West Midlands",47.3,42.59,52.01
"541","Shortness of breath","Country/region","East of England",42.63,38.71,46.55
"542","Shortness of breath","Country/region","London",46.2,42.66,49.74
"543","Shortness of breath","Country/region","South East",45.52,41.88,49.15
"544","Shortness of breath","Country/region","South West",50.3,45.93,54.67
"545","Shortness of breath","Country/region","Northern Ireland",41.88,34.34,49.41
"546","Shortness of breath","Country/region","Scotland",53.68,49.46,57.9
"547","Shortness of breath","Country/region","Wales",55.59,50.01,61.17
"548","Shortness of breath","Ethnic group","Non-white",47.8,41.97,53.62
"549","Shortness of breath","Ethnic group","White",48.37,47.07,49.67
"550","Shortness of breath","Index of Multiple Deprivation quintile group","1",55.81,52.31,59.31
"551","Shortness of breath","Index of Multiple Deprivation quintile group","2",52.36,49.35,55.37
"552","Shortness of breath","Index of Multiple Deprivation quintile group","3",46.66,43.95,49.36
"553","Shortness of breath","Index of Multiple Deprivation quintile group","4",47.52,44.88,50.15
"554","Shortness of breath","Index of Multiple Deprivation quintile group","5",43.55,40.99,46.11
"555","Skin rash/itch","All people","All people",17.37,16.42,18.33
"556","Skin rash/itch","Country/region","England",17.2,16.16,18.25
"557","Skin rash/itch","Country/region","North East",15.75,11.5,20.01
"558","Skin rash/itch","Country/region","North West",16.91,14.19,19.64
"559","Skin rash/itch","Country/region","Yorkshire and the Humber",17.01,13.68,20.35
"560","Skin rash/itch","Country/region","East Midlands",21.7,17.81,25.59
"561","Skin rash/itch","Country/region","West Midlands",17.28,13.84,20.71
"562","Skin rash/itch","Country/region","East of England",16.35,13.47,19.22
"563","Skin rash/itch","Country/region","London",18.19,15.47,20.92
"564","Skin rash/itch","Country/region","South East",14.54,11.97,17.1
"565","Skin rash/itch","Country/region","South West",18.29,14.9,21.68
"566","Skin rash/itch","Country/region","Northern Ireland",16.88,10.95,22.8
"567","Skin rash/itch","Country/region","Scotland",19.75,16.44,23.05
"568","Skin rash/itch","Country/region","Wales",16.15,12.05,20.24
"569","Skin rash/itch","Ethnic group","Non-white",17.63,13.29,21.96
"570","Skin rash/itch","Ethnic group","White",17.36,16.38,18.34
"571","Skin rash/itch","Index of Multiple Deprivation quintile group","1",22.03,19.14,24.92
"572","Skin rash/itch","Index of Multiple Deprivation quintile group","2",18.13,15.82,20.45
"573","Skin rash/itch","Index of Multiple Deprivation quintile group","3",17.53,15.47,19.6
"574","Skin rash/itch","Index of Multiple Deprivation quintile group","4",15.25,13.37,17.13
"575","Skin rash/itch","Index of Multiple Deprivation quintile group","5",16.11,14.23,17.98
"576","Sore throat","All people","All people",13.58,12.71,14.45
"577","Sore throat","Country/region","England",13.39,12.44,14.33
"578","Sore throat","Country/region","North East",15.75,11.39,20.11
"579","Sore throat","Country/region","North West",12.48,10.1,14.87
"580","Sore throat","Country/region","Yorkshire and the Humber",14.37,11.35,17.38
"581","Sore throat","Country/region","East Midlands",14.86,11.41,18.31
"582","Sore throat","Country/region","West Midlands",13.39,10.23,16.55
"583","Sore throat","Country/region","East of England",12.02,9.47,14.57
"584","Sore throat","Country/region","London",14.27,11.78,16.75
"585","Sore throat","Country/region","South East",10.73,8.47,12.99
"586","Sore throat","Country/region","South West",15.31,12.12,18.5
"587","Sore throat","Country/region","Northern Ireland",12.5,7.21,17.79
"588","Sore throat","Country/region","Scotland",15.26,12.24,18.28
"589","Sore throat","Country/region","Wales",14.29,10.4,18.17
"590","Sore throat","Ethnic group","Non-white",16.95,12.67,21.23
"591","Sore throat","Ethnic group","White",13.41,12.52,14.3
"592","Sore throat","Index of Multiple Deprivation quintile group","1",17.5,14.83,20.17
"593","Sore throat","Index of Multiple Deprivation quintile group","2",16.47,14.24,18.7
"594","Sore throat","Index of Multiple Deprivation quintile group","3",12.7,10.9,14.51
"595","Sore throat","Index of Multiple Deprivation quintile group","4",11.7,10.03,13.37
"596","Sore throat","Index of Multiple Deprivation quintile group","5",11.88,10.2,13.55
"597","Tinnitus","All people","All people",20.02,19.01,21.03
"598","Tinnitus","Country/region","England",20.04,18.92,21.16
"599","Tinnitus","Country/region","North East",22.26,17.35,27.17
"600","Tinnitus","Country/region","North West",20.27,17.39,23.14
"601","Tinnitus","Country/region","Yorkshire and the Humber",20.79,17.25,24.34
"602","Tinnitus","Country/region","East Midlands",20.28,16.38,24.19
"603","Tinnitus","Country/region","West Midlands",18.79,15.24,22.34
"604","Tinnitus","Country/region","East of England",20.51,17.26,23.77
"605","Tinnitus","Country/region","London",20.03,17.19,22.87
"606","Tinnitus","Country/region","South East",19.43,16.47,22.39
"607","Tinnitus","Country/region","South West",18.89,15.46,22.31
"608","Tinnitus","Country/region","Northern Ireland",20.62,14.45,26.8
"609","Tinnitus","Country/region","Scotland",20.47,17.13,23.8
"610","Tinnitus","Country/region","Wales",18.63,14.4,22.86
"611","Tinnitus","Ethnic group","Non-white",18.31,13.86,22.75
"612","Tinnitus","Ethnic group","White",20.11,19.07,21.15
"613","Tinnitus","Index of Multiple Deprivation quintile group","1",23.87,20.93,26.81
"614","Tinnitus","Index of Multiple Deprivation quintile group","2",20.44,18.02,22.87
"615","Tinnitus","Index of Multiple Deprivation quintile group","3",20.36,18.17,22.55
"616","Tinnitus","Index of Multiple Deprivation quintile group","4",18.44,16.4,20.48
"617","Tinnitus","Index of Multiple Deprivation quintile group","5",18.77,16.76,20.78
"618","Trouble sleeping","All people","All people",32.11,30.93,33.3
"619","Trouble sleeping","Country/region","England",31.63,30.34,32.93
"620","Trouble sleeping","Country/region","North East",33.9,28.39,39.42
"621","Trouble sleeping","Country/region","North West",32.21,28.78,35.65
"622","Trouble sleeping","Country/region","Yorkshire and the Humber",30.62,26.54,34.71
"623","Trouble sleeping","Country/region","East Midlands",33.25,28.58,37.92
"624","Trouble sleeping","Country/region","West Midlands",32.18,27.87,36.5
"625","Trouble sleeping","Country/region","East of England",33.81,30.09,37.54
"626","Trouble sleeping","Country/region","London",33.25,29.86,36.63
"627","Trouble sleeping","Country/region","South East",27.04,23.83,30.25
"628","Trouble sleeping","Country/region","South West",30.22,26.21,34.22
"629","Trouble sleeping","Country/region","Northern Ireland",33.12,25.83,40.42
"630","Trouble sleeping","Country/region","Scotland",36.8,32.74,40.87
"631","Trouble sleeping","Country/region","Wales",31.06,25.93,36.18
"632","Trouble sleeping","Ethnic group","Non-white",37.29,31.75,42.83
"633","Trouble sleeping","Ethnic group","White",31.85,30.64,33.07
"634","Trouble sleeping","Index of Multiple Deprivation quintile group","1",37.82,34.45,41.19
"635","Trouble sleeping","Index of Multiple Deprivation quintile group","2",36.63,33.72,39.55
"636","Trouble sleeping","Index of Multiple Deprivation quintile group","3",30.68,28.19,33.18
"637","Trouble sleeping","Index of Multiple Deprivation quintile group","4",28.94,26.52,31.35
"638","Trouble sleeping","Index of Multiple Deprivation quintile group","5",29.97,27.59,32.34
"639","Vertigo or dizziness","All people","All people",18.99,18,19.98
"640","Vertigo or dizziness","Country/region","England",18.09,17.03,19.15
"641","Vertigo or dizziness","Country/region","North East",21.23,16.48,25.99
"642","Vertigo or dizziness","Country/region","North West",16.24,13.56,18.92
"643","Vertigo or dizziness","Country/region","Yorkshire and the Humber",20.04,16.58,23.5
"644","Vertigo or dizziness","Country/region","East Midlands",21.46,17.51,25.42
"645","Vertigo or dizziness","Country/region","West Midlands",18.14,14.68,21.6
"646","Vertigo or dizziness","Country/region","East of England",17.47,14.46,20.47
"647","Vertigo or dizziness","Country/region","London",18.98,16.22,21.74
"648","Vertigo or dizziness","Country/region","South East",15.35,12.74,17.97
"649","Vertigo or dizziness","Country/region","South West",17.5,14.12,20.87
"650","Vertigo or dizziness","Country/region","Northern Ireland",20,13.8,26.2
"651","Vertigo or dizziness","Country/region","Scotland",24.78,21.12,28.43
"652","Vertigo or dizziness","Country/region","Wales",22.67,18.04,27.3
"653","Vertigo or dizziness","Ethnic group","Non-white",19.32,14.8,23.84
"654","Vertigo or dizziness","Ethnic group","White",18.97,17.96,19.99
"655","Vertigo or dizziness","Index of Multiple Deprivation quintile group","1",24.97,21.95,27.99
"656","Vertigo or dizziness","Index of Multiple Deprivation quintile group","2",20.17,17.77,22.56
"657","Vertigo or dizziness","Index of Multiple Deprivation quintile group","3",20.36,18.2,22.51
"658","Vertigo or dizziness","Index of Multiple Deprivation quintile group","4",16.74,14.77,18.71
"659","Vertigo or dizziness","Index of Multiple Deprivation quintile group","5",15.7,13.83,17.57
"660","Weakness or tiredness","All people","All people",60.37,59.13,61.61
"661","Weakness or tiredness","Country/region","England",59.09,57.72,60.46
"662","Weakness or tiredness","Country/region","North East",60.27,54.59,65.96
"663","Weakness or tiredness","Country/region","North West",57.72,54.12,61.32
"664","Weakness or tiredness","Country/region","Yorkshire and the Humber",60.3,56.18,64.43
"665","Weakness or tiredness","Country/region","East Midlands",63.92,59.24,68.59
"666","Weakness or tiredness","Country/region","West Midlands",56.8,52.15,61.46
"667","Weakness or tiredness","Country/region","East of England",58.81,54.94,62.69
"668","Weakness or tiredness","Country/region","London",60.99,57.49,64.5
"669","Weakness or tiredness","Country/region","South East",55.98,52.33,59.63
"670","Weakness or tiredness","Country/region","South West",59.24,54.84,63.65
"671","Weakness or tiredness","Country/region","Northern Ireland",66.25,58.85,73.65
"672","Weakness or tiredness","Country/region","Scotland",67.5,63.59,71.42
"673","Weakness or tiredness","Country/region","Wales",65.22,60.06,70.38
"674","Weakness or tiredness","Ethnic group","Non-white",60.68,55.06,66.29
"675","Weakness or tiredness","Ethnic group","White",60.35,59.09,61.62
"676","Weakness or tiredness","Index of Multiple Deprivation quintile group","1",65.85,62.56,69.14
"677","Weakness or tiredness","Index of Multiple Deprivation quintile group","2",63.46,60.56,66.36
"678","Weakness or tiredness","Index of Multiple Deprivation quintile group","3",62.11,59.49,64.73
"679","Weakness or tiredness","Index of Multiple Deprivation quintile group","4",56.88,54.25,59.51
"680","Weakness or tiredness","Index of Multiple Deprivation quintile group","5",56.79,54.22,59.37
"681","Worry or anxiety","All people","All people",29.09,27.94,30.24
"682","Worry or anxiety","Country/region","England",28.44,27.19,29.7
"683","Worry or anxiety","Country/region","North East",27.74,22.51,32.97
"684","Worry or anxiety","Country/region","North West",29.53,26.19,32.87
"685","Worry or anxiety","Country/region","Yorkshire and the Humber",31.76,27.75,35.77
"686","Worry or anxiety","Country/region","East Midlands",28.77,24.36,33.19
"687","Worry or anxiety","Country/region","West Midlands",26.78,22.61,30.95
"688","Worry or anxiety","Country/region","East of England",27.72,24.16,31.29
"689","Worry or anxiety","Country/region","London",30.37,27.08,33.65
"690","Worry or anxiety","Country/region","South East",26.36,23.15,29.57
"691","Worry or anxiety","Country/region","South West",26.04,22.13,29.96
"692","Worry or anxiety","Country/region","Northern Ireland",30,22.83,37.17
"693","Worry or anxiety","Country/region","Scotland",35.55,31.59,39.51
"694","Worry or anxiety","Country/region","Wales",27.64,22.67,32.61
"695","Worry or anxiety","Ethnic group","Non-white",38.98,33.44,44.52
"696","Worry or anxiety","Ethnic group","White",28.59,27.41,29.76
"697","Worry or anxiety","Index of Multiple Deprivation quintile group","1",36.35,32.99,39.71
"698","Worry or anxiety","Index of Multiple Deprivation quintile group","2",31.64,28.84,34.43
"699","Worry or anxiety","Index of Multiple Deprivation quintile group","3",28.97,26.52,31.43
"700","Worry or anxiety","Index of Multiple Deprivation quintile group","4",26.74,24.39,29.09
"701","Worry or anxiety","Index of Multiple Deprivation quintile group","5",25.53,23.27,27.79
